,Country,ReportingYear,UpdateTime,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Namespace,Unit,BeginPosition,EndPosition,Validity,Verification,DataCoverage,DataCapture,TimeCoverage,AQValue
213,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1756A,SP_38011004_9_A,28.376713,-16.361928,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,95.69634703,100,95.69634703,11.55517117
214,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1745A,SP_35002001_9_47,27.897639,-15.445028,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.90410959,100,98.90410959,8.47680055
215,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1763A,SP_35019004_9_47,27.801278,-15.461157,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.59589041,100,98.59589041,10.35510015
216,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1766A,SP_38006003_9_46,28.145093,-16.523687,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,96.68949772,100,96.68949772,11.07508854
217,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1764A,SP_38011005_9_49,28.380537,-16.371986,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,94.9543379,100,94.9543379,5.06828564
218,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES0360A,SP_24070001_9_47,42.78138888,-6.60388888,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,99.6803653,100,99.6803653,8.93449381
219,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1742A,SP_35019001_9_47,27.77259736,-15.54188043,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.74429224,100,98.74429224,10.09491329
220,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES1418A,SP_50008001_9_M,41.76278,-1.14333,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,97.53424658,100,97.53424658,14.1235955
221,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1914A,SP_03066003_9_46,38.45472222,-0.80333333,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,96.51826484,100,96.51826484,10.88314606
222,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1803A,SP_28047002_9_49,40.633089,-4.01425,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.72146119,100,98.72146119,10.25670675
223,Spain,2017,2017-09-12T23:11:33.41Z,STA_ES1535A,SP_02003001_9_49,38.97928,-1.85213,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,93.25342466,100,93.25342466,11.23259884
224,Spain,2017,2017-01-12T02:27:59.127Z,STA_ES2003A,SP_38038024_9_49,28.455375,-16.27675,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,89.6803653,100,89.6803653,10.18469959
225,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES0008R,SP_33036999_9_M,43.43917,-4.85,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,95.61643836,100,95.61643836,6.70200573
226,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES0001R,SP_45153999_9_M,39.54694,-4.35056,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,91.78082192,100,91.78082192,5.60298507
227,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES1964A,SP_08211004_9_M,41.38663899,2.057392493,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,83.28767123,100,83.28767123,10.81710525
228,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES0012R,SP_46263999_9_M,39.08278,-1.10111,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,95.34246575,100,95.34246575,5.48563218
229,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1884A,SP_46220010_9_46,39.63416666,-0.26583333,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.07077626,100,98.07077626,6.91165172
230,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES0825A,SP_33031030_9_49,43.3067,-5.6897,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.25342466,100,98.25342466,17.10619263
231,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES2018A,SP_46028001_9_46,39.78222222,-0.35916666,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,92.4086758,100,92.4086758,5.15392217
232,Spain,2017,2017-01-12T02:27:59.127Z,STA_ES1978A,SP_35017003_9_49,28.49838,-13.86083,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,86.22146119,100,86.22146119,7.63550906
233,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1687A,SP_12028001_9_46,40.06222222,0.07277777,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.47031963,100,98.47031963,5.03477857
234,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1181A,SP_46102002_9_46,39.48111111,-0.44722222,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,91.40410959,100,91.40410959,9.41875858
235,Spain,2017,2018-01-20T04:48:27.113Z,STA_ES1798A,SP_15030021_9_47,43.3542,-8.4247,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.51598174,100,98.51598174,13.89095017
236,Spain,2017,2017-12-30T04:27:53.523Z,STA_ES0201A,SP_15070002_9_47,43.45,-7.8472,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,95.95890411,100,95.95890411,10.50801808
237,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1759A,SP_38038012_9_46,28.451022,-16.277692,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,93.80136986,100,93.80136986,8.38955823
238,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1977A,SP_35022002_9_47,27.89833,-15.48833,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.40182648,100,98.40182648,9.02842227
239,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1979A,SP_38008001_9_47,28.667712,-17.775553,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,94.47488584,100,94.47488584,5.23864185
240,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1744A,SP_35002002_9_47,27.86907,-15.38715,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,97.69406393,100,97.69406393,12.22668847
241,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1671A,SP_46258001_9_46,39.70805555,-0.83194444,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,97.51141553,100,97.51141553,8.10664949
242,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES0559A,SP_08019028_9_M,41.38742396,2.164918317,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,97.26027397,100,97.26027397,17.65521126
244,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1687A,SP_12028001_9_46,40.06222222,0.07277777,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.11020036,100,98.11020036,4.49605476
245,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES0873A,SP_35016010_9_47,28.03512,-15.41631,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,93.85245902,100,93.85245902,8.15684133
246,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1181A,SP_46102002_9_46,39.48111111,-0.44722222,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,93.1352459,100,93.1352459,10.00220022
247,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1863A,SP_35004001_9_47,28.97699,-13.547584,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.58652095,100,97.58652095,4.71873541
248,Spain,2016,2016-01-29T00:46:23.843Z,STA_ES2054A,SP_33004052_9_49,43.5705,-5.9583,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.51821494,100,97.51821494,8.89364931
249,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES2070A,SP_44051005_9_M,40.94667,-0.29083,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,88.52459016,100,88.52459016,4.91358024
250,Spain,2016,2017-01-02T01:33:08.27Z,STA_ES1901A,SP_15078008_9_49,42.8878,-8.5308,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.7704918,100,98.7704918,11.83552328
251,Spain,2016,2017-08-05T05:13:35Z,STA_ES1764A,SP_38011005_9_47_49_c,28.380537,-16.371986,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,96.16347905,100,96.16347905,5.08511897
252,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1543A,SP_12141002_9_46,40.735,-0.16944444,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.64344262,100,97.64344262,7.43581671
253,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1779A,SP_26019001_9_47,42.44,-2.239,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.23724954,100,99.23724954,11.17308707
254,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1827A,SP_07010001_9_47,39.67766,2.68665,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,92.81648452,100,92.81648452,6.6341224
255,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES2053A,SP_38036002_9_49,28.09012,-17.1181,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,94.62659381,100,94.62659381,7.9156641
256,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1670A,SP_46095001_9_46,39.55861111,-1.28138888,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.89571949,100,98.89571949,9.5154829
257,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES1492A,SP_01059009_9_49,42.85555555,-2.66805555,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,93.9435337,100,93.9435337,9.29944255
258,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1746A,SP_26066001_9_47,42.341,-2.232,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.04371585,100,99.04371585,8.68391954
259,Spain,2016,2017-09-30T19:23:58.033Z,STA_ES0009R,SP_19061999_9_M,41.27417,-3.1425,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,81.14754098,100,81.14754098,4.1010101
260,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1386A,SP_12040008_9_46,40.01277777,-0.05722222,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.23360656,100,97.23360656,6.41412012
261,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1499A,SP_20019001_9_49,43.04833333,-2.19111111,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,88.05783242,100,88.05783242,7.34014221
262,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1818A,SP_45168002_9_49,39.86806,-4.02083,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.3132969,100,97.3132969,10.84850257
263,Spain,2016,2016-03-12T01:10:10.753Z,STA_ES2036A,SP_12138001_9_46,40.54611,0.425,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,81.55737705,100,81.55737705,6.42811278
264,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES1856A,SP_08019054_9_M,41.4260772,2.147992032,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,95.35519126,100,95.35519126,11.20515759
265,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1997A,SP_10148001_9_46,40.07778,-6.14722,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,94.68351548,100,94.68351548,5.86506672
266,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES1964A,SP_08211004_9_M,41.38663899,2.057392493,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,92.34972678,100,92.34972678,9.46804733
267,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES1480A,SP_08019044_9_M,41.39874325,2.153385124,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.81420765,100,97.81420765,13.16648044
268,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1809A,SP_28161001_9_49,40.185241,-3.680265,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.63387978,100,98.63387978,15.3973915
269,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1741A,SP_35019002_9_47,27.763652,-15.563851,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.28278689,100,99.28278689,9.0240798
270,Spain,2016,2016-03-05T01:16:27.89Z,STA_ES2010A,SP_47186031_9_49,41.63,-4.74055555,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,84.23269581,100,84.23269581,14.70144614
271,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1890A,SP_28007004_9_49,40.341909,-3.835735,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.43078324,100,99.43078324,9.33077627
272,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES0825A,SP_33031030_9_49,43.3067,-5.6897,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.46129326,100,97.46129326,15.10360939
273,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES1767A,SP_38006002_9_46,28.07255,-16.653023,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,99.33789954,100,99.33789954,13.64502413
274,Spain,2015,2016-07-31T01:12:18.037Z,STA_ES0110A,SP_48902006_9_49,43.30277777,-2.97722222,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,92.9109589,100,92.9109589,10.61309743
275,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1926A,SP_46250048_9_46,39.48111111,-0.40833333,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,85.82191781,100,85.82191781,13.19300345
276,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES1499A,SP_20019001_9_49,43.04833333,-2.19111111,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,82.7283105,100,82.7283105,8.91499931
277,Spain,2015,2016-12-20T02:01:01.927Z,STA_ES1631A,SP_47186027_9_49,41.64555555,-4.73027777,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,95.57077626,100,95.57077626,10.48315814
278,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES1865A,SP_35017001_9_47,28.500255,-13.852395,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,97.79680365,100,97.79680365,7.10785572
279,Spain,2015,2016-07-31T01:12:18.037Z,STA_ES2022A,SP_38011007_9_49,28.38016,-16.36833,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,96.57534247,100,96.57534247,10.85969267
280,Spain,2015,2016-07-31T01:12:18.037Z,STA_ES1762A,SP_38017001_9_46,28.047332,-16.536049,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,99.01826484,100,99.01826484,12.66324648
281,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1443A,SP_09059006_9_49,42.33611,-3.63611,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,96.00456621,100,96.00456621,11.39393579
282,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES0118A,SP_28079008_9_47,40.42166666,-3.68222222,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,93.16210046,100,93.16210046,13.4641588
283,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1755A,SP_31216001_9_46,42.58056,-1.2825,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,76.00456621,100,76.00456621,13.3720787
284,Spain,2015,2016-11-11T01:51:29.787Z,STA_ES0559A,SP_08019028_9_M,41.38742396,2.164918317,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,96.43835616,100,96.43835616,20.31505681
285,Spain,2015,2016-07-31T01:12:18.037Z,STA_ES1772A,SP_38011006_9_47,28.393408,-16.3581,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,95.1826484,100,95.1826484,12.35560086
286,Spain,2015,2016-01-20T02:25:38.267Z,STA_ES2036A,SP_12138001_9_46,40.54611,0.425,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,78.39041096,100,78.39041096,8.40891218
287,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES1863A,SP_35004001_9_47,28.97699,-13.547584,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,79.44063927,100,79.44063927,3.83244719
288,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1877A,SP_12009007_9_46,39.94527777,-0.05638888,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,98.44748858,100,98.44748858,7.97727272
289,Spain,2015,2016-07-31T01:12:18.037Z,STA_ES2020A,SP_38038025_9_46,28.45666,-16.271836,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,89.04109589,100,89.04109589,8.79628205
290,Spain,2015,2016-07-31T01:12:18.037Z,STA_ES1761A,SP_38017002_9_46,28.080007,-16.559855,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,98.85844749,100,98.85844749,8.9603926
291,Spain,2015,2016-11-11T01:51:29.787Z,STA_ES1418A,SP_50008001_9_M,41.76278,-1.14333,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,91.50684932,100,91.50684932,14.26047904
292,Spain,2015,2016-11-11T01:51:29.787Z,STA_ES1641A,SP_50297036_9_M,41.63528,-0.89361,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,91.50684932,100,91.50684932,12.15568862
293,Spain,2015,2016-11-11T01:51:29.787Z,STA_ES1915A,SP_03014008_9_M,38.34027777,-0.50666666,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,85.47945205,100,85.47945205,12.63461538
294,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1753A,SP_26117001_9_47,42.34,-2.059,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,98.31050228,100,98.31050228,7.40253135
295,Spain,2015,2016-01-19T00:32:32.617Z,STA_ES0360A,SP_24070001_9_47,42.78138888,-6.60388888,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,98.86986301,100,98.86986301,8.03279067
324,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES0010R,SP_17032999_9_M,42.31917,3.31583,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,85.20547945,100,85.20547945,7.55305466
325,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES0567A,SP_08019045_9_M,41.38490638,2.119573944,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.90410959,100,98.90410959,13.3301939
326,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES1438A,SP_08019043_9_M,41.38534328,2.15382196,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,96.43835616,100,96.43835616,17.09829545
327,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES0011R,SP_06016999_9_M,38.47278,-6.92361,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,88.21917808,100,88.21917808,7.0931677
328,Spain,2017,2018-01-13T05:01:59.413Z,STA_ES1499A,SP_20019001_9_49,43.04833333,-2.19111111,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,88.82420091,100,88.82420091,8.51741421
329,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1138A,SP_15030001_9_49,43.3678,-8.4189,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,94.13242009,100,94.13242009,14.26487266
330,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1096A,SP_32054004_9_49,42.3519,-7.8769,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,97.44292237,100,97.44292237,12.11453139
331,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES1417A,SP_22125001_9_M,42.13611,-0.40389,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,78.08219178,100,78.08219178,9.13333333
332,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES1982A,SP_25196001_9_46,42.05134069,0.729555647,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,84.38356164,100,84.38356164,6.40746752
333,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES0886A,SP_35026001_9_47,28.029852,-15.416086,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,90.3196347,100,90.3196347,8.11299292
334,Spain,2017,2017-01-04T01:49:16.423Z,STA_ES1649A,SP_26011001_9_49,42.176,-1.744,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,97.34018265,100,97.34018265,6.40459716
335,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1940A,SP_28079050_9_47,40.46583333,-3.68833333,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,99.40639269,100,99.40639269,8.97588424
336,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1974A,SP_33024031_9_49,43.5166,-5.6707,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.61872146,100,98.61872146,10.84847783
337,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES2051A,SP_33066004_9_49,43.4015,-5.8028,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,94.34931507,100,94.34931507,15.47114337
338,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1886A,SP_46077006_9_46,39.42722222,-0.78388888,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,96.03881279,100,96.03881279,10.2018305
339,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1809A,SP_28161001_9_49,40.185241,-3.680265,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,99.25799087,100,99.25799087,13.29131684
340,Spain,2017,2017-12-30T04:27:53.523Z,STA_ES1175A,SP_27038004_9_49,42.71527777,-7.44944444,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,81.41552511,100,81.41552511,11.63812955
341,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES2061A,SP_36038010_9_49,42.425932,-8.643995,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,95.61643836,100,95.61643836,12.04710362
342,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1598A,SP_48096001_9_49,43.21305555,-3.13444444,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,88.75570776,100,88.75570776,7.96810289
343,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1762A,SP_38017001_9_46,28.047332,-16.536049,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,96.51826484,100,96.51826484,12.04565345
344,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1670A,SP_46095001_9_46,39.55861111,-1.28138888,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,93.45890411,100,93.45890411,7.51398558
371,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES1619A,SP_46250043_9_M,39.47805555,-0.36833333,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,77.59562842,100,77.59562842,16.30985915
372,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1803A,SP_28047002_9_49,40.633089,-4.01425,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.94125683,100,98.94125683,11.90633989
373,Spain,2016,2016-03-05T01:16:27.89Z,STA_ES1636A,SP_47186030_9_49,41.65611111,-4.73388888,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.68897996,100,97.68897996,8.04311851
374,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1443A,SP_09059006_9_49,42.33611,-3.63611,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,96.0154827,100,96.0154827,8.52537348
375,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES2069A,SP_33024032_9_49,43.5229,-5.6895,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.44034608,100,98.44034608,9.86110789
376,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES1766A,SP_38006003_9_46,28.145093,-16.523687,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.85974499,100,97.85974499,8.79339227
377,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1978A,SP_35017003_9_49,28.49838,-13.86083,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,87.51138434,100,87.51138434,5.80265383
378,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES1772A,SP_38011006_9_47,28.393408,-16.3581,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,96.36839709,100,96.36839709,7.92333136
379,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1885A,SP_46250046_9_46,39.48027777,-0.33638888,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.16530055,100,97.16530055,9.18301113
380,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES1980A,SP_38037001_9_47,28.685983,-17.764587,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,94.75182149,100,94.75182149,4.48564219
381,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1767A,SP_38006002_9_46,28.07255,-16.653023,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.97358834,100,97.97358834,10.53997211
382,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES1438A,SP_08019043_9_M,41.38534328,2.15382196,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.63387978,100,98.63387978,15.54903046
383,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES1864A,SP_35024001_9_47,28.99031,-13.51655,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.34744991,100,97.34744991,5.11811484
384,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1919A,SP_35026003_9_49,28.003645,-15.411851,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,90.15255009,100,90.15255009,8.47152418
