,areaCode,areaName,PopVac,Cum_vaccinated,Completed_vaccinated,imd_medianS_msoa,imd_msoa_medianD,imd_rank_msoa,imd_decile_msoa,bme,Broad.RUC11,B_RUC11,Pct_Leave,Pct_Remain,vacPop,Asthma,COPD,Dementia,Depression,Diabetes,blood_pre,Epilepsy,poptotal,imd_decile_msoaLast,first_party,Pct_con,Pct_LAB,Cum_firstDose,First_dosePct,rates,rateCat,imd_decile_msoaLast_2,imd_decile_msoaLast_3,imd_decile_msoaLast_4,imd_decile_msoaLast_5,imd_decile_msoaLast_6,imd_decile_msoaLast_7,imd_decile_msoaLast_8,imd_decile_msoaLast_9,imd_decile_msoaLast_10,rateCat_high,rateCat_lowmedian,rateCat_upmedian,Pct_Age,PctYoung,pctYoungAge,PctOld,DeathRates
3739,E02003833,Wistaston Green,5783,4451,77,18.2165,6,3572,6,3.090680891,Urban with Significant Rural,UR,51.18,48.82,5225,6.4,2.1,0.8,15.7,7.3,14.7,0.9,5781,5,Con,53.12407462,37.37785016,4811,83.2,192.1148193,high,0,0,0,1,0,0,0,0,0,1,0,0,9.672619048,11.19617225,16.86124402,21.26315789,0.363756614
3740,E02003834,Crewe Gresty Road,6554,4006,61.1,26.777,3.5,4924,8,5.462371976,Urban with Significant Rural,UR,51.18,48.82,6112,6.2,2.1,0.5,16.5,7.3,13.5,0.9,6556,3,Con,53.12407462,37.37785016,4447,67.9,169.5148001,high,0,1,0,0,0,0,0,0,0,1,0,0,11.68686447,13.72709424,19.46989529,14.16884817,0.306449366
3741,E02003835,Crewe South West & Wistaston,7789,6606,84.8,3.3925,10,62,1,1.719088247,Urban with Significant Rural,UR,51.18,48.82,7014,6.5,1.8,1,14.5,6.9,16.1,0.9,7790,10,Con,53.12407462,37.37785016,6927,88.9,142.6370523,high,0,0,0,0,0,0,0,0,1,1,0,0,7.364933741,8.240661534,12.4037639,32.72027374,0.280326198
3742,E02003836,Nantwich North East,6404,5195,81.1,12.267,7,2185,4,1.739634677,Urban with Significant Rural,UR,51.18,48.82,6281,7.2,2.2,1.3,12.1,6.5,17.4,0.9,6406,7,Con,53.12407462,37.37785016,5488,85.7,173.4853217,high,0,0,0,0,0,1,0,0,0,1,0,0,7.435421721,8.294857507,12.22735233,33.02021971,0.313971743
3743,E02003837,Nantwich South East & Wybunbury,13894,11093,79.8,8.326,9,1053,2,2.26838388,Urban with Significant Rural,UR,51.18,48.82,12642,6.4,1.9,0.6,11.6,6.2,15.6,0.8,13901,9,Con,53.12407462,37.37785016,11822,85.1,79.96257377,upmedian,0,0,0,0,0,0,0,1,0,0,0,1,10.35351815,12.02341402,18.89732637,18.58883088,0.149853552
3744,E02003838,Willaston & Shavington,7189,5933,82.5,8.823,8,1175,2,1.425294889,Urban with Significant Rural,UR,51.18,48.82,6254,6.7,1.8,0.8,14.2,6.9,16.8,0.9,7192,9,Con,53.12407462,37.37785016,6268,87.2,154.5416609,high,0,0,0,0,0,0,0,1,0,1,0,0,7.292802617,8.554525104,13.51135273,26.22321714,0.299890949
3745,E02003839,Nantwich South West,6541,5297,81,21.277,5,4123,7,2.052080385,Urban with Significant Rural,UR,51.18,48.82,6162,7.1,2.2,1.2,11.8,6.5,17.1,0.9,6540,4,Con,53.12407462,37.37785016,5581,85.3,169.8517046,high,0,0,1,0,0,0,0,0,0,1,0,0,7.204116638,8.17916261,13.08016878,32.18111003,0.314465409
3746,E02003840,"Audlem, Bunbury & Wrenbury",10448,8784,84.1,14.066,7,2644,4,0.995718411,Urban with Significant Rural,UR,51.18,48.82,9553,7.1,1.8,1,10.3,6.5,16.7,0.7,10445,7,Con,56.81410583,21.99694172,9240,88.4,106.3361409,upmedian,0,0,0,0,0,1,0,0,0,0,0,1,6.990510194,7.788129383,12.80226107,30.43023134,0.206708635
3747,E02003841,Neston & Parkgate,7398,6048,81.8,15.903,6.5,3122,5,2.619172342,Urban with Significant Rural,UR,50.68,49.32,7021,7.2,1.7,0.9,8.8,7.1,17.4,0.9,7394,6,Lab,35.36085012,53.33976121,6466,87.4,142.0654231,high,0,0,0,0,1,0,0,0,0,1,0,0,8.806925104,9.998575701,14.71300385,30.72211936,0.276000502
3748,E02003842,"Hooton, Willaston & Ness",5398,4585,84.9,7.848,9,942,2,1.462865716,Urban with Significant Rural,UR,50.68,49.32,4820,6.5,1.4,0.8,9.9,6.2,14.5,0.8,5400,9,Lab,35.36085012,53.33976121,4827,89.4,194.7017414,high,0,0,0,0,0,0,0,1,0,1,0,0,6.551204819,7.219917012,11.92946058,34.52282158,0.414156627
3749,E02003843,Little Sutton North & Overpool,5852,4461,76.2,27.0025,3.5,4949,8,1.589200273,Urban with Significant Rural,UR,50.68,49.32,5225,7.5,2.5,1,14.2,8.3,15.2,1.1,5854,3,Lab,35.36085012,53.33976121,4833,82.6,179.5967191,high,0,1,0,0,0,0,0,0,0,1,0,0,8.352706742,9.626794258,14.66028708,24.19138756,0.365327134
3750,E02003844,Little Neston,6190,5144,83.1,7.419,9,826,2,1.122268163,Urban with Significant Rural,UR,50.68,49.32,5766,7.2,1.8,1,9.7,7,17.6,0.9,6190,9,Lab,35.36085012,53.33976121,5449,88,169.7899838,high,0,0,0,0,0,0,0,1,0,1,0,0,8.2906381,9.261186264,13.73569199,31.61637183,0.341561869
3751,E02003845,Ellesmere Port Town & Rossmore,9408,5987,63.6,45.76,1,6319,10,2.80511811,Urban with Significant Rural,UR,50.68,49.32,8173,7.7,2.6,0.5,15.3,8.1,13.8,1,9414,1,Lab,35.36085012,53.33976121,6795,72.2,111.7134354,high,0,0,0,0,0,0,0,0,0,1,0,0,9.377200926,11.40340144,16.90933562,14.79260981,0.221350236
3752,E02003846,Little Sutton East,6168,4204,68.2,37.475,2,5918,9,1.636926707,Urban with Significant Rural,UR,50.68,49.32,5553,7.4,2.5,0.7,14,8.1,14.9,1,6164,2,Lab,35.36085012,53.33976121,4736,76.8,170.3955901,high,1,0,0,0,0,0,0,0,0,1,0,0,9.976491331,12.22762471,19.25085539,17.32396903,0.323244196
3753,E02003847,Little Sutton West,9139,7508,82.2,7.522,9,854,2,2.212987013,Urban with Significant Rural,UR,50.68,49.32,8367,6.6,2.2,0.9,12.2,7.3,13.8,0.9,9134,9,Lab,35.36085012,53.33976121,8007,87.6,115.0016413,high,0,0,0,0,0,0,0,1,0,1,0,0,9.717071103,10.95972272,16.03920163,22.87558265,0.233124934
3754,E02003848,Ellesmere Port Pooltown Road,4845,3365,69.5,36.825,2,5876,9,2.327400743,Urban with Significant Rural,UR,50.68,49.32,4254,7.5,2.4,0.9,14.3,8.2,14.7,1,4842,2,Lab,35.36085012,53.33976121,3727,76.9,216.9246646,high,1,0,0,0,0,0,0,0,0,1,0,0,10.67765936,12.48236953,18.68829337,20.8509638,0.4423889
3755,E02003849,Wolverham & Stanlow,7075,4721,66.7,47.999,1,6390,10,3.209336251,Urban with Significant Rural,UR,50.68,49.32,6257,7.7,2.5,0.6,15.1,8.3,14.3,1.1,7078,1,Lab,35.36085012,53.33976121,5288,74.7,148.5512367,high,0,0,0,0,0,0,0,0,0,1,0,0,10.34662497,12.68978744,18.36343296,15.64647595,0.286682304
3756,E02003850,Great Sutton,4710,3729,79.2,10.5325,8,1700,3,1.850121473,Urban with Significant Rural,UR,50.68,49.32,4366,7.1,2.3,1.2,13.1,7.8,14.4,1,4708,8,Lab,35.36085012,53.33976121,3999,84.9,223.1422505,high,0,0,0,0,0,0,1,0,0,1,0,0,9.369369369,10.71919377,15.87265231,26.70636738,0.44044044
3757,E02003851,Whitby & Stanney Woods,5399,4364,80.8,10.311,8,1621,3,2.885757936,Urban with Significant Rural,UR,50.68,49.32,4853,7.2,2.3,1.1,13.7,8,14.5,1,5401,8,Lab,35.36085012,53.33976121,4630,85.8,194.6656788,high,0,0,0,0,0,0,1,0,0,1,0,0,8.600979858,9.767154338,14.81557799,25.6748403,0.399201597
3758,E02003852,Ellesmere Port South,6126,5015,81.9,7.8225,9,936,2,1.892285298,Urban with Significant Rural,UR,50.68,49.32,5593,6.8,2.1,1.2,12.4,7.6,14,0.9,6123,9,Lab,35.36085012,53.33976121,5315,86.8,171.5638263,high,0,0,0,0,0,0,0,1,0,1,0,0,8.049242424,9.118541033,14.12479886,26.74772036,0.347222222
3759,E02003853,Disley & Lyme Park,5763,4737,82.2,9.4235,8.5,1349,2,1.740506329,Urban with Significant Rural,UR,51.18,48.82,5380,7.3,1.7,1.3,11.3,6,16.7,0.8,5763,9,Con,52.52195222,32.63779308,5009,86.9,192.7815374,high,0,0,0,0,0,0,0,1,0,1,0,0,6.450032658,7.342007435,11.71003717,30.20446097,0.359242325
3760,E02003854,Poynton West,6016,5025,83.5,6.455,9,583,1,2.264917213,Urban with Significant Rural,UR,51.18,48.82,5453,7.2,1.6,1.4,10.7,5.9,16.9,0.8,6018,10,Con,52.52195222,32.63779308,5245,87.2,184.6742021,high,0,0,0,0,0,0,0,0,1,1,0,0,7.628996518,8.839171098,14.24903723,31.34054649,0.348211459
3761,E02003855,Poynton East,6114,5240,85.7,4.854,10,264,1,1.935288781,Urban with Significant Rural,UR,51.18,48.82,5616,7.3,1.7,1.7,10.9,5.9,17.1,0.8,6114,10,Con,52.52195222,32.63779308,5464,89.4,181.7140988,high,0,0,0,0,0,0,0,0,1,1,0,0,6.940753478,7.905982906,13.17663818,35.13176638,0.343911208
3762,E02003856,Handforth & Dean Row,10428,7778,74.6,13.288,6.5,2455,4,8.299970706,Urban with Significant Rural,UR,51.18,48.82,9310,7.2,2,1.2,13.3,6.7,15.9,0.9,10426,7,Con,57.74705414,22.2394674,8334,79.9,106.5400844,upmedian,0,0,0,0,0,1,0,0,0,0,0,1,7.627196614,8.904403867,14.28571429,22.07303974,0.202410525
3763,E02003857,Lacey Green & Wilmslow Park,6422,4655,72.5,10.536,8,1704,3,9.631019387,Urban with Significant Rural,UR,51.18,48.82,5654,6.4,1.5,0.7,12.5,5.3,13.9,0.7,6421,8,Con,57.74705414,22.2394674,4962,77.3,172.9990657,high,0,0,0,0,0,0,1,0,0,1,0,0,7.748691099,9.161655465,15.13972409,20.90555359,0.329094989
3764,E02003858,Wilmslow Town,7161,5334,74.5,3.636,10,90,1,8.009084027,Urban with Significant Rural,UR,51.18,48.82,6257,6.2,1.2,0.6,12.4,4.8,13.5,0.6,7160,10,Con,57.74705414,22.2394674,5664,79.1,155.1459293,high,0,0,0,0,0,0,0,0,1,1,0,0,8.502876386,9.685152629,15.43870865,26.69010708,0.308685281
3765,E02003859,"Mobberley, Plumley & High Legh",11379,9113,80.1,11.727,7,2041,4,3.337003473,Urban with Significant Rural,UR,51.18,48.82,10592,6.9,1.7,1.6,12.9,5.9,15.3,1.8,11377,7,Con,57.74705414,22.2394674,9744,85.6,97.63599613,upmedian,0,0,0,0,0,1,0,0,0,0,0,1,7.175037544,8.119335347,12.71714502,29.78663142,0.183547472
3766,E02003860,Fulshaw Park & Lindow,6798,5398,79.4,2.9525,10,33,1,2.989985694,Urban with Significant Rural,UR,51.18,48.82,6125,6,1.2,0.5,12,4.6,13.2,0.5,6798,10,Con,57.74705414,22.2394674,5675,83.5,163.4304207,high,0,0,0,0,0,0,0,0,1,1,0,0,7.494145199,8.881632653,15.77142857,25.45306122,0.303072048
3767,E02003861,Knutsford North,5876,4574,77.8,12.862,7,2344,4,4.222499221,Urban with Significant Rural,UR,51.18,48.82,5395,7.6,2,1.6,14.9,6.5,16.6,0.8,5879,7,Con,57.74705414,22.2394674,4867,82.8,189.0742001,high,0,0,0,0,0,1,0,0,0,1,0,0,8.08753568,9.453197405,15.21779425,25.72752549,0.348874088
3768,E02003862,Prestbury & Adlington,5147,4136,80.4,4.133,10,143,1,3.217628705,Urban with Significant Rural,UR,51.18,48.82,4613,6.9,1.4,1.8,10.7,5.3,14.9,0.6,5144,10,Con,52.52195222,32.63779308,4340,84.3,215.8538955,high,0,0,0,0,0,0,0,0,1,1,0,0,6.832419734,7.565575547,12.74658574,36.26707132,0.430696946
3769,E02003863,South Knutsford & Bexton,6320,5166,81.7,2.187,10,10,1,2.82002067,Urban with Significant Rural,UR,51.18,48.82,5760,7.1,1.6,1.4,13.1,6,16.2,0.7,6323,10,Con,57.74705414,22.2394674,5462,86.4,175.7911392,high,0,0,0,0,0,0,0,0,1,1,0,0,7.106674613,8.28125,14.21875,29.54861111,0.327771156
3770,E02003864,Alderley Edge & Chelford,8319,6494,78.1,5.762,10,420,1,4.884126589,Urban with Significant Rural,UR,51.18,48.82,7454,6.5,1.2,1.4,11,4.8,14,0.5,8315,10,Con,57.74705414,22.2394674,6884,82.8,133.5497055,high,0,0,0,0,0,0,0,0,1,1,0,0,7.425919315,8.371344245,13.14730346,29.98390126,0.261811258
3771,E02003865,Bollington,7561,6086,80.5,5.797,10,426,1,1.672593178,Urban with Significant Rural,UR,51.18,48.82,6933,7.2,1.7,1.2,10.7,6,16.8,0.8,7560,10,Con,52.52195222,32.63779308,6379,84.4,146.9382357,high,0,0,0,0,0,0,0,0,1,1,0,0,6.489122281,7.485936824,13.26986874,24.80888504,0.275068767
3772,E02003866,Macclesfield Tytherington,5872,4765,81.1,3.4495,10,67,1,3.942291562,Urban with Significant Rural,UR,51.18,48.82,5263,6.7,1.8,1.2,10.3,6,15.3,0.9,5875,10,Con,52.52195222,32.63779308,4976,84.7,189.2029973,high,0,0,0,0,0,0,0,0,1,1,0,0,7.466934539,8.474254228,14.5734372,26.22078662,0.368324125
3773,E02003867,Macclesfield Upton Priory & Greenside,6869,5465,79.6,5.419,10,358,1,6.057794274,Urban with Significant Rural,UR,51.18,48.82,6375,6.9,2,1.1,11.2,6.4,15.4,0.9,6866,10,Con,52.52195222,32.63779308,5794,84.3,161.7411559,high,0,0,0,0,0,0,0,0,1,1,0,0,8.065373372,9.521568627,15.60784314,22.36862745,0.292319957
3774,E02003868,Macclesfield East & Hurdsfield,7696,5929,77,21.529,5,4166,7,2.833959065,Urban with Significant Rural,UR,51.18,48.82,7083,7.3,2.2,1.1,11.2,6.8,16.6,1,7700,4,Con,52.52195222,32.63779308,6311,82,144.3607069,high,0,0,1,0,0,0,0,0,0,1,0,0,8.331294348,9.614570097,14.76775378,21.81279119,0.269146073
3775,E02003869,Macclesfield Bollinbrook,6836,5539,81,11.551,7,1999,3,2.663817664,Urban with Significant Rural,UR,51.18,48.82,6287,7.2,2.1,1.3,11.4,6.7,16.2,1,6838,8,Con,52.52195222,32.63779308,5817,85.1,162.5219427,high,0,0,0,0,0,0,1,0,0,1,0,0,8.098245614,9.177668204,14.26753619,26.00604422,0.30877193
3776,E02003870,Central Macclesfield,9785,7364,75.3,18.151,5,3562,6,5.909797823,Urban with Significant Rural,UR,51.18,48.82,8998,6.9,2,0.9,10.9,6.5,15.8,0.9,9780,5,Con,52.52195222,32.63779308,7846,80.2,113.5411344,high,0,0,0,1,0,0,0,0,0,1,0,0,8.522229789,9.735496777,13.73638586,18.31518115,0.214028602
3777,E02003871,Macclesfield Weston,6268,4911,78.4,26.048,3.5,4836,8,3.03030303,Urban with Significant Rural,UR,51.18,48.82,5707,7.4,2.2,1.3,11.8,7,16.9,1,6264,3,Con,52.52195222,32.63779308,5219,83.3,177.2495214,high,0,1,0,0,0,0,0,0,0,1,0,0,7.320339235,8.620991764,13.64990363,25.2672157,0.327332242
3778,E02003872,Gawsworth & Macclesfield Forest,9435,7923,84,11.59,7.5,2015,3,1.294397846,Urban with Significant Rural,UR,51.18,48.82,8747,7,1.9,1.5,11.2,6.4,16.2,0.9,9432,8,Con,52.52195222,32.63779308,8291,87.9,117.7530472,high,0,0,0,0,0,0,1,0,0,1,0,0,6.981054366,7.751228993,12.62147022,31.37075569,0.226523888
3779,E02003873,Macclesfield South & Lyme Green,5457,4026,73.8,27.094,3.5,4961,8,3.905228758,Urban with Significant Rural,UR,51.18,48.82,5093,7.4,2.2,1,11.5,7,16.9,1,5455,3,Con,52.52195222,32.63779308,4338,79.5,203.5917171,high,0,1,0,0,0,0,0,0,0,1,0,0,8.066115702,9.581778912,15.53112115,18.61378362,0.363636364
3780,E02003874,Frodsham,8610,6949,80.7,8.349,8.5,1066,2,2.104219456,Urban with Significant Rural,UR,50.68,49.32,7953,7.3,1.9,1,10.7,6.8,18.8,0.7,8611,9,Lab,43.79547651,44.90367361,7338,85.2,122.0673635,high,0,0,0,0,0,0,0,1,0,1,0,0,7.757389298,8.877153275,13.96957123,28.94505218,0.241731678
3781,E02003875,"Comberbach, Acton Bridge & Whitley",5943,5055,85.1,9.52,8,1377,3,0.966635485,Urban with Significant Rural,UR,50.68,49.32,5696,6.9,1.9,1,10.9,6.6,16.1,0.7,5940,8,Con,57.74705414,22.2394674,5317,89.5,176.8467104,high,0,0,0,0,0,0,1,0,0,1,0,0,6.795808193,7.514044944,11.74508427,31.35533708,0.349317244
3782,E02003876,Barnton,5077,4028,79.3,13.4835,7,2506,4,1.193444959,Urban with Significant Rural,UR,50.68,49.32,4650,6.8,1.9,0.7,10.2,6.7,15.7,0.7,5079,7,Con,57.74705414,22.2394674,4336,85.4,207.012015,high,0,0,0,0,0,1,0,0,0,1,0,0,7.903842652,9.333333333,14.92473118,24.15053763,0.400655618
3783,E02003877,Helsby & Kingsley,9068,7572,83.5,7.292,9,784,2,1.49772086,Urban with Significant Rural,UR,50.68,49.32,8197,7.2,1.9,1.3,10.9,7.1,17.8,0.8,9068,9,Con,56.81410583,21.99694172,7987,88.1,115.9020732,high,0,0,0,0,0,0,0,1,0,1,0,0,7.547781017,8.527510065,12.94375991,29.55959497,0.23755534
3784,E02003878,Lostock & Wincham,8274,6761,81.7,15.118,6,2922,5,2.085154202,Urban with Significant Rural,UR,50.68,49.32,7606,7.3,2.3,1,12.9,7.1,17.1,0.8,8275,6,Con,57.74705414,22.2394674,7229,87.4,127.0244138,high,0,0,0,0,1,0,0,0,0,1,0,0,7.934336525,9.150670523,13.96266106,26.43965291,0.250797994
3785,E02003879,Northwich Central & Winnington,7764,5806,74.8,30.269,3,5338,8,3.41307815,Urban with Significant Rural,UR,50.68,49.32,7311,7.2,2.3,0.5,11.6,7.1,16.4,0.8,7762,3,Lab,43.79547651,44.90367361,6391,82.3,135.3683668,high,0,1,0,0,0,0,0,0,0,1,0,0,8.621661219,10.46368486,15.64765422,15.0731774,0.247943198
3786,E02003880,Weaverham,5806,4672,80.5,20.343,4.5,3960,6,1.517759349,Urban with Significant Rural,UR,50.68,49.32,5366,7.5,2.4,0.9,13.6,7.9,17.3,0.9,5804,5,Con,56.81410583,21.99694172,5045,86.9,181.0196349,high,0,0,0,1,0,0,0,0,0,1,0,0,9.180859692,10.54789415,16.623183,26.51882221,0.356853204
3787,E02003881,Greenbank,5410,4053,74.9,22.5615,4,4337,7,2.867029165,Urban with Significant Rural,UR,50.68,49.32,5058,7.2,2.3,0.7,11.2,7.1,16.3,0.8,5411,4,Lab,43.79547651,44.90367361,4454,82.3,194.2698706,high,0,0,1,0,0,0,0,0,0,1,0,0,9.252608175,10.69592724,16.07354686,18.4460261,0.376261331
3788,E02003882,Rudheath West & Leftwich,8712,6591,75.7,23.0025,4.5,4419,7,2.491327657,Urban with Significant Rural,UR,50.68,49.32,8015,7.6,2.6,0.7,12.9,7.4,17.4,0.9,8707,4,Con,57.74705414,22.2394674,7238,83.1,120.6382002,high,0,0,1,0,0,0,0,0,0,1,0,0,9.277469004,10.82969432,16.79351216,19.71303805,0.235143224
3789,E02003883,Hartford & Kingsmead,10016,8195,81.8,3.693,10,96,1,2.56747195,Urban with Significant Rural,UR,50.68,49.32,9405,6.7,2.1,0.8,10.3,6.4,15.1,0.8,10018,10,Lab,43.79547651,44.90367361,8932,89.2,104.9321086,upmedian,0,0,0,0,0,0,0,0,1,0,0,1,9.015476412,10.28176502,17.02286018,22.07336523,0.205109081
3790,E02003884,Sandiway,7911,6627,83.8,6.046,9,477,1,1.988096746,Urban with Significant Rural,UR,50.68,49.32,7372,7.2,2.3,1.2,11.3,7,16.3,0.8,7908,10,Con,56.81410583,21.99694172,7090,89.6,132.8529895,high,0,0,0,0,0,0,0,0,1,1,0,0,7.028490699,8.098209441,13.74118285,32.28431905,0.259006357
3791,E02003885,Davenham & Moulton,5694,4707,82.7,9.0975,8.5,1251,2,0.95642933,Urban with Significant Rural,UR,50.68,49.32,5248,7.4,2.5,1,12,7.1,16.9,0.9,5692,9,Con,56.81410583,21.99694172,5048,88.7,184.5802599,high,0,0,0,0,0,0,0,1,0,1,0,0,7.371007371,8.574695122,13.68140244,26.60060976,0.36036036
3792,E02003886,Wharton,5979,4454,74.5,27.612,3.5,5028,8,2.091168948,Urban with Significant Rural,UR,50.68,49.32,5548,7.6,2.8,0.7,15.9,8.2,15.6,1.1,5979,3,Con,56.81410583,21.99694172,4849,81.1,175.7819033,high,0,1,0,0,0,0,0,0,0,1,0,0,9.74756691,11.55371305,17.8442682,17.75414564,0.334549878
3793,E02003887,Winsford North,6095,4781,78.4,14.153,6.5,2676,4,2.395307153,Urban with Significant Rural,UR,50.68,49.32,5633,7.8,2.8,0.7,15.8,8.2,15.6,1,6098,7,Con,56.81410583,21.99694172,5137,84.3,172.4364233,high,0,0,0,0,0,1,0,0,0,1,0,0,8.972218005,10.49174507,16.26131724,20.13136872,0.333991195
3794,E02003888,Winsford Central,5981,4482,74.9,29.9325,3,5296,8,1.714565643,Urban with Significant Rural,UR,50.68,49.32,5351,8.2,3,0.7,16.9,8.7,16.7,1.1,5984,3,Con,56.81410583,21.99694172,4839,80.9,175.7231232,high,0,1,0,0,0,0,0,0,0,1,0,0,9.9343054,11.58661932,16.61371706,19.54774808,0.352507611
3795,E02003889,Winsford Over,5490,4023,73.3,38.1535,2,5958,9,2.888534467,Urban with Significant Rural,UR,50.68,49.32,4865,8.4,2.9,0.7,16.6,8.7,16.1,1.1,5488,2,Con,56.81410583,21.99694172,4426,80.6,191.43898,high,1,0,0,0,0,0,0,0,0,1,0,0,9.384897483,11.57245632,19.42446043,20.41109969,0.366727788
3796,E02003890,Winsford Glebe Green,6217,4816,77.5,23.2045,4.5,4453,7,1.55143339,Urban with Significant Rural,UR,50.68,49.32,5581,7.8,2.9,0.7,16,8.3,15.7,1.1,6214,4,Con,56.81410583,21.99694172,5197,83.6,169.0525977,high,0,0,1,0,0,0,0,0,0,1,0,0,9.391093608,11.10912023,16.52033686,20.1397599,0.333232354
3797,E02003891,Tarporley & Eddisbury Hill,5991,5033,84,8.877,8.5,1183,2,1.273209549,Urban with Significant Rural,UR,50.68,49.32,5316,7.2,1.7,1.2,8.7,6.2,16.4,0.7,5992,9,Con,56.81410583,21.99694172,5275,88,175.4298114,high,0,0,0,0,0,0,0,1,0,1,0,0,7.667997339,8.671933785,14.93604214,31.5462754,0.365934797
3798,E02003892,Gunnislake & Calstock,6179,5098,82.5,18.979,5.5,3730,6,1.279385895,Predominantly Rural,PR,56.52,43.48,5860,7.7,2.4,1,12.7,7.8,18.5,1,6179,5,Con,59.28058895,20.19569472,5374,87,112.6395857,high,0,0,0,1,0,0,0,0,0,1,0,0,6.431312356,7.150170648,11.58703072,33.49829352,0.153491942
3799,E02003893,St Neot & St Cleer,6145,5116,83.3,23.001,4,4418,7,1.326955717,Predominantly Rural,PR,56.52,43.48,5965,7.5,2.5,0.9,13.3,8.1,17.4,1,6142,4,Con,59.28058895,20.19569472,5367,87.3,113.2628153,high,0,0,1,0,0,0,0,0,0,1,0,0,7.554225879,8.46605197,13.22715842,29.97485331,0.149588631
3800,E02003894,Callington & Pensilva,7561,6064,80.2,18.886,5,3709,6,1.484345765,Predominantly Rural,PR,56.52,43.48,7344,7.5,2.4,0.7,13,8,18.2,1,7561,5,Con,59.28058895,20.19569472,6427,85,92.05131596,upmedian,0,0,0,1,0,0,0,0,0,0,0,1,8.578284343,9.73583878,14.8828976,26.59313725,0.119976005
3801,E02003895,"Dobwalls, Addington & Menheniot",8316,6664,80.1,24.599,4,4657,7,1.581920904,Predominantly Rural,PR,56.52,43.48,7672,7.6,2.6,0.7,13.2,8.2,17.4,1,8320,4,Con,59.28058895,20.19569472,7046,84.7,83.69408369,upmedian,0,0,1,0,0,0,0,0,0,0,0,1,8.520526723,10.03649635,15.57612096,24.72627737,0.110656191
3802,E02003896,Liskeard,5421,4082,75.3,40.102,2,6078,9,1.483997854,Predominantly Rural,PR,56.52,43.48,5027,8.1,2.7,0.8,13.3,8.3,17.8,1.1,5421,2,Con,59.28058895,20.19569472,4402,81.2,128.389596,high,1,0,0,0,0,0,0,0,0,1,0,0,9.800173762,11.21941516,16.59041178,27.71036403,0.173761946
3803,E02003897,Saltash Latchbrook & St Stephens,4805,4038,84,10.646,7.5,1732,3,0.923872875,Predominantly Rural,PR,56.52,43.48,4881,8.7,2.8,1,15,7.3,15.7,1,4807,8,Con,59.28058895,20.19569472,4250,88.4,144.8491155,high,0,0,0,0,0,0,1,0,0,1,0,0,7.503163985,8.502356075,13.87010858,27.02315099,0.180799132
3804,E02003898,St Germans & St Mellion,6271,5167,82.4,20.0345,5,3904,6,1.483499849,Predominantly Rural,PR,56.52,43.48,6140,6.1,2.2,0.9,11.5,7.3,15.9,0.8,6271,5,Con,59.28058895,20.19569472,5436,86.7,110.9870834,high,0,0,0,1,0,0,0,0,0,1,0,0,8.12160376,9.006514658,13.76221498,31.51465798,0.146864444
3805,E02003899,Mid Saltash,4882,4032,82.6,20.531,4.5,4002,6,1.306818182,Predominantly Rural,PR,56.52,43.48,4715,9.6,3.1,1.2,16.3,8,17.3,1.1,4881,5,Con,59.28058895,20.19569472,4268,87.4,142.5645227,high,0,0,0,1,0,0,0,0,0,1,0,0,8.381022706,9.628844115,14.10392365,31.02863203,0.184604024
3806,E02003900,Saltash Town & Pillmere,6425,5175,80.5,15.936,6,3130,5,1.605472567,Predominantly Rural,PR,56.52,43.48,6115,9.2,2.9,1,15.9,7.7,16.5,1.1,6429,6,Con,59.28058895,20.19569472,5506,85.7,108.3268482,upmedian,0,0,0,0,1,0,0,0,0,0,0,1,8.679619912,10.00817661,15.81357318,25.87080948,0.141823855
3807,E02003901,"Lanreath, Pelynt & Polruan",7667,6353,82.9,27.607,3,5027,8,0.912384275,Predominantly Rural,PR,56.52,43.48,7148,7.4,3.9,1.2,11.5,8.2,20.3,1,7663,3,Con,59.28058895,20.19569472,6707,87.5,90.7786618,upmedian,0,1,0,0,0,0,0,0,0,0,0,1,7.818569102,8.729714605,13.5002798,32.65249021,0.125297582
3808,E02003902,Torpoint,4866,3838,78.9,23.3895,4.5,4488,7,1.570874145,Predominantly Rural,PR,56.52,43.48,4492,6.5,2.1,0.8,15.2,7.6,15.5,0.9,4864,4,Con,59.28058895,20.19569472,4080,83.8,143.0332922,high,0,0,1,0,0,0,0,0,0,1,0,0,8.91413169,10.30721282,15.67230632,24.86642921,0.192529842
3809,E02003903,"Kingsand, Antony & Maryfield",6958,5351,76.9,22.45,4,4315,7,1.510197727,Predominantly Rural,PR,56.52,43.48,5569,6.4,2.1,0.9,15,7.5,15.4,0.9,6958,4,Con,59.28058895,20.19569472,5897,84.8,100.0287439,upmedian,0,0,1,0,0,0,0,0,0,0,0,1,7.694763729,8.655054767,13.09032142,29.82582151,0.159642401
3810,E02003904,Looe & Polperro,4727,4027,85.2,23.1815,4,4450,7,2.028169014,Predominantly Rural,PR,56.52,43.48,4541,7.6,5.3,1.3,13.2,8.8,23.8,1.1,4727,4,Con,59.28058895,20.19569472,4229,89.5,147.2392638,high,0,0,1,0,0,0,0,0,0,1,0,0,6.462793068,6.980841224,10.70248844,36.0933715,0.203873598
